userId,itemId,rating
73,19,1.46
73,35,-2.56
73,50,1.67
73,53,2.2
73,54,-5.33
73,62,1.14
73,68,-2.93
73,72,1.59
73,105,1.59
73,107,-2.72
73,119,-0.69
73,121,-1.46
73,127,0.0
73,129,2.44
73,153,0.0
74,19,-1.5
74,72,3.13
75,18,-3.62
75,19,-2.7
75,35,2.2
75,49,-2.84
75,50,-4.96
75,72,-2.84
75,105,-4.04
75,130,-4.68
76,19,-6.1
77,19,3.07
77,21,1.81
77,26,1.65
77,32,0.59
77,35,7.13
77,36,0.43
77,50,0.91
77,53,7.62
77,56,1.48
77,59,1.73
77,65,4.09
77,66,2.01
77,68,1.16
77,72,7.83
77,82,0.0
77,83,2.83
77,87,2.22
77,89,5.87
77,96,-2.5
77,98,2.01
77,105,5.96
77,106,-0.59
77,107,-0.47
77,108,0.96
77,119,3.92
77,125,5.1
77,127,6.97
77,129,3.03
77,132,-1.2
77,149,-2.95
77,151,-6.4
77,152,4.65
77,153,0.79
77,155,-2.7
77,157,-1.28
78,19,-5.85
78,35,2.4
78,53,4.01
78,62,3.77
78,69,-9.23
78,72,6.85
78,105,-4.84
78,108,1.69
78,129,4.36
78,133,-0.15
79,19,1.97
79,32,4.55
79,68,3.65
79,72,3.17
79,114,8.6
79,126,3.63
80,19,-4.98
80,35,-2.34
80,49,6.97
80,53,2.09
80,63,7.87
80,68,6.36
80,69,0.51
80,72,1.81
80,89,4.49
80,104,5.91
80,105,3.56
80,114,2.3
80,126,-4.04
80,129,1.32
80,154,3.07
81,19,0.0
81,72,7.44
82,18,-7.75
82,19,7.59
82,35,-7.4
82,72,-7.98
82,105,6.94
82,107,-5.64
82,138,8.34
83,19,-6.54
83,72,1.22
84,19,-4.59
84,35,1.79
84,72,2.97
84,104,0.0
84,105,2.85
85,19,8.41
85,72,7.03
85,105,7.36
86,19,-4.43
86,35,0.0
86,72,4.23
86,104,1.54
86,105,2.8
87,18,10.0
87,19,7.93
87,28,-7.36
87,35,0.0
87,36,6.79
87,66,-6.06
87,72,-7.76
87,94,0.0
87,105,7.44
87,107,-7.68
87,112,-7.6
87,128,8.21
87,138,4.59
88,7,-5.76
88,19,-4.47
88,21,2.55
88,25,-3.64
88,26,3.29
88,28,5.2
88,29,6.31
88,32,2.67
88,35,4.82
88,36,1.78
88,38,4.29
88,40,4.91
88,48,3.6
88,49,4.66
88,53,6.69
88,54,4.55
88,56,6.09
88,62,9.48
88,63,7.29
88,66,2.07
88,68,8.72
88,69,-2.42
88,72,8.01
88,76,0.0
88,81,0.0
88,82,-10.0
88,85,0.0
88,88,1.57
88,89,6.5
88,93,4.12
88,94,4.84
88,95,0.0
88,97,4.04
88,98,0.0
88,101,-6.15
88,102,3.25
88,103,-8.34
88,104,6.85
88,105,5.59
88,106,5.22
88,107,2.98
88,108,9.11
88,110,4.1
88,111,3.79
88,112,0.0
88,114,5.07
88,117,8.34
88,118,5.32
88,121,2.17
88,122,2.92
88,124,-9.63
88,125,0.0
88,126,5.9
88,127,9.69
88,128,3.77
88,129,8.9
88,134,6.77
88,138,0.0
88,140,2.36
88,143,7.37
88,144,-8.94
88,147,11.61
88,148,9.5
88,149,5.69
88,150,4.35
88,151,8.9
88,152,-5.16
88,153,-4.27
88,154,-4.12
88,155,7.25
88,156,1.7
88,157,8.45
88,158,5.47
89,19,-10.0
89,32,10.0
89,35,3.17
89,53,4.11
89,54,4.59
89,72,3.33
89,104,-2.97
89,105,1.87
89,129,9.63
90,18,7.87
90,19,6.88
90,21,8.3
90,32,10.0
90,35,8.01
90,72,5.74
90,83,0.0
90,104,0.0
90,105,-7.09
90,106,-6.17
90,107,6.31
90,125,-7.8
90,126,-4.82
90,127,0.0
90,132,6.31
90,138,-6.52
90,149,-8.37
90,158,8.01
91,19,8.23
91,35,-6.81
91,72,-8.72
91,105,7.45
92,7,9.04
92,13,8.88
92,17,8.27
92,19,0.0
92,21,7.26
92,22,9.65
92,24,9.29
92,25,8.96
92,26,6.97
92,28,8.92
92,30,9.21
92,32,0.0
92,33,9.45
92,34,9.25
92,35,0.0
92,36,0.0
92,38,8.76
92,49,0.0
92,50,0.0
92,53,0.0
92,56,0.79
92,58,0.0
92,59,9.17
92,63,0.0
92,65,8.92
92,66,0.0
92,68,0.0
92,72,0.0
92,79,0.0
92,81,8.92
92,82,8.92
92,83,6.61
92,85,17.76
92,88,2.78
92,95,8.96
92,96,8.68
92,98,8.76
92,102,9.0
92,103,15.16
92,104,8.52
92,105,0.0
92,106,2.46
92,107,0.0
92,109,0.0
92,112,0.0
92,114,0.0
92,119,0.0
92,121,1.65
92,125,0.0
92,126,0.0
92,127,0.0
92,128,3.27
92,131,9.41
92,132,0.0
92,138,0.0
92,140,8.43
92,142,2.7
92,145,8.92
92,151,-0.1
92,152,0.0
92,153,0.0
92,154,0.0
92,155,0.0
92,156,0.0
92,157,0.0
92,158,0.0
93,19,-8.25
93,35,6.71
93,50,-3.17
93,72,8.21
93,105,3.98
93,107,4.19
93,127,3.7
93,129,-3.98
94,19,-7.07
94,35,6.79
94,53,6.46
94,68,5.85
94,69,6.79
94,72,6.95
94,105,7.24
94,117,7.32
94,129,6.22
94,134,5.53
94,153,7.03
94,154,6.79
95,19,7.4
95,72,-7.8
95,105,7.24
96,19,-6.79
96,72,6.75
97,19,-10.0
97,72,10.0
98,19,10.0
98,72,-10.0
100,19,-7.4
100,72,7.32
101,19,7.6
101,35,0.0
101,72,-7.64
101,105,0.0
102,19,-0.53
102,35,-1.18
102,36,1.18
102,72,-5.08
102,105,1.02
102,112,-4.63
102,127,-2.89
103,19,0.0
103,35,0.0
103,72,0.0
103,105,0.0
103,127,0.0
104,19,-3.6
104,29,4.84
104,32,0.0
104,35,-3.91
104,36,6.21
104,50,4.22
104,53,5.53
104,62,4.29
104,68,0.0
104,72,4.16
104,104,2.11
104,105,0.0
104,106,-4.41
104,119,2.92
104,153,4.35
104,154,3.91
104,155,-3.66
104,158,8.51
105,19,0.0
106,19,3.29
106,72,0.0
107,19,10.0
107,35,8.76
107,72,0.0
107,105,9.49
108,19,0.0
108,32,0.0
108,35,7.73
108,50,0.0
108,56,0.0
108,72,0.0
108,87,0.0
108,105,0.0
108,106,0.0
108,107,0.0
108,114,0.0
108,119,0.0
108,127,0.0
109,19,-8.17
109,35,5.69
109,50,10.0
109,53,-5.65
109,72,5.04
109,105,4.76
109,129,6.38
110,7,0.0
110,8,4.86
110,13,-3.35
110,15,4.21
110,16,1.36
110,18,-4.82
110,19,-2.83
110,21,-6.97
110,23,-5.91
110,24,2.17
110,25,-6.08
110,26,-3.56
110,28,-8.9
110,29,3.64
110,30,-10.24
110,32,-3.68
110,33,-5.87
110,34,-6.4
110,35,-7.22
110,36,-6.44
110,37,-5.55
110,38,0.0
110,39,-3.88
110,40,-2.87
110,41,6.44
110,42,-3.68
110,44,-3.48
110,46,-6.36
110,47,0.0
110,48,-6.08
110,49,-5.75
110,50,-4.04
110,53,-4.98
110,54,-4.61
110,55,-4.65
110,56,-2.83
110,58,-8.62
110,59,-8.42
110,60,-2.58
110,62,-3.64
110,64,-4.29
110,65,-3.27
110,66,-1.89
110,67,0.67
110,68,-4.57
110,69,-4.94
110,70,-2.87
110,71,9.49
110,72,-6.12
110,74,6.73
110,75,-4.82
110,77,-6.77
110,78,-1.48
110,79,-5.79
110,81,-1.81
110,83,-1.2
110,84,-1.44
110,85,9.29
110,86,-3.92
110,87,-2.87
110,88,-3.76
110,89,-3.68
110,90,-4.98
110,91,0.0
110,92,-4.13
110,94,-3.8
110,95,0.0
110,96,-5.14
110,97,-3.27
110,98,-3.48
110,101,-3.6
110,102,1.44
110,103,-5.55
110,104,1.52
110,105,-5.83
110,106,5.67
110,107,-3.48
110,109,-5.43
110,110,-4.98
110,112,0.0
110,113,-3.27
110,114,-1.89
110,117,-2.01
110,118,-4.17
110,119,-4.21
110,120,-9.47
110,121,2.26
110,123,5.79
110,124,-6.36
110,125,-2.42
110,126,-3.48
110,127,-7.74
110,128,-1.44
110,129,-3.27
110,130,-4.29
110,131,-5.18
110,132,-4.61
110,134,-3.11
110,135,-2.42
110,136,-4.41
110,137,-3.03
110,138,4.45
110,139,9.04
110,140,15.81
110,141,-5.3
110,142,-3.8
110,144,-3.03
110,145,2.7
110,146,-8.08
110,147,-4.07
110,149,-2.7
110,150,4.25
110,151,-3.8
110,152,-6.16
110,153,2.5
110,154,-2.95
110,155,-4.45
110,156,-3.6
110,157,-5.59
110,158,-6.81
111,19,-6.97
111,72,-5.05
112,19,0.2
112,35,-9.15
112,72,-9.15
113,19,-6.5
113,72,1.24
113,105,0.75
114,19,-5.28
114,72,4.63
115,19,3.9
115,72,5.39
115,89,-4.04
116,19,9.79
116,21,4.75
116,32,10.0
116,35,7.02
116,50,10.0
116,53,7.52
116,66,4.04
116,72,10.0
116,89,9.72
116,105,9.5
116,107,0.0
116,108,0.0
116,127,6.1
116,129,0.0
116,138,0.0
116,156,4.26
117,19,4.4
117,21,2.27
117,26,-3.33
117,35,2.84
117,36,1.99
117,50,2.27
117,53,5.32
117,59,-1.56
117,65,2.84
117,66,-2.13
117,68,0.0
117,72,8.16
117,82,0.0
117,83,0.0
117,89,3.62
117,95,-3.55
117,105,4.47
117,106,0.0
117,107,-3.12
117,108,-3.48
117,112,1.91
117,115,-8.51
117,119,0.71
117,125,2.34
117,127,4.54
117,129,0.0
117,132,2.13
117,149,-8.01
117,151,2.7
117,156,6.67
118,19,7.58
118,72,-8.8
119,19,6.71
119,72,8.31
119,129,9.0
120,17,-2.87
120,18,-7.87
120,19,6.44
120,22,-7.54
120,35,-3.39
120,37,0.0
120,50,2.58
120,60,6.52
120,66,-6.44
120,68,2.3
120,72,0.0
120,78,-3.23
120,82,-2.17
120,84,-3.03
120,86,2.01
120,89,-4.45
120,91,4.57
120,94,0.0
120,95,0.79
120,105,-3.11
120,106,-5.79
120,107,-4.94
120,118,-2.78
120,119,-3.15
120,127,4.98
120,132,-5.83
120,137,0.0
120,138,1.0
121,19,0.0
122,19,-8.44
123,19,4.45
123,32,3.94
123,35,2.93
123,36,-1.89
123,50,5.49
123,53,3.58
123,68,-9.92
123,72,4.37
123,89,4.02
123,105,4.76
123,125,0.0
123,127,-3.9
123,132,1.77
123,138,-2.09
123,154,3.27
124,19,4.21
124,32,6.81
124,35,-8.27
124,36,2.5
124,45,-8.15
124,72,-6.03
124,105,2.28
124,107,-1.95
124,112,-5.38
124,117,1.79
124,119,-7.66
124,126,-4.41
124,138,5.23
124,143,-3.54
124,155,3.11
124,158,3.72
125,7,-5.47
125,8,7.34
125,13,-4.45
125,15,-5.91
125,16,-4.04
125,18,-6.0
125,19,-4.0
125,32,-3.8
125,33,-4.49
125,35,-4.29
125,36,-4.57
125,37,-0.9
125,53,-4.0
125,57,-5.47
125,60,-4.7
125,63,-3.96
125,64,-2.87
125,72,-5.47
125,81,-3.15
125,86,-5.63
125,88,-5.75
125,89,4.41
125,91,-7.34
125,94,-5.22
125,97,3.88
125,101,-4.13
125,104,4.21
125,105,-4.33
125,107,-5.63
125,119,-4.53
125,125,-5.3
125,126,-6.36
125,127,-4.57
125,132,-4.0
125,151,-4.0
125,152,-7.01
125,153,3.19
125,154,-6.04
125,155,-3.76
125,156,-5.79
125,157,-4.86
125,158,-4.57
126,19,3.17
126,72,0.16
126,105,0.0
127,19,10.0
127,72,10.0
